ID,Username,Time,Language,Text,Hashtags,Geo
497,24200257,2022-04-25 08:25:38+00:00,en,RT @ZEROCO2_: 5 Ways to Cut Oil and Gas Use Through Clean Transportation https://t.co/yTgNxqPjEy #itstimetochange #ClimateChange #EarthDay…,"['itstimetochange', 'climatechange', 'earthday…']",
498,176971506,2022-04-25 08:25:34+00:00,en,RT @HUAWEI_TECH4ALL: #ClimateChange is one of the biggest threats facing  humanity &amp; our home. #Huawei Rotating Chairman @KenHu_Huawei expl…,"['climatechange', 'huawei']",
499,426825921,2022-04-25 08:25:12+00:00,en,"RT @RichaChadha: will be one of the worst sufferers of the #climateemergency. Save this tweet. We already lose 30,000 people to air polluti…",['climateemergency.'],
500,20910971,2022-04-25 08:25:06+00:00,en,Read the thread. What is not reported is as important as what is. #ClimateCrisis #compassion https://t.co/A8Ql8CnxoF,"['climatecrisis', 'compassion']",
501,892932354,2022-04-25 08:24:59+00:00,en,"The Approach Paper for the @theGCF Second Performance Review is released by @GCF_Eval outlining the scope, methodology and the research questions.  
#ClimateFinance #GCF #ClimateChange https://t.co/gJ0xBy30eR https://t.co/SfUfxMi16O","['climatefinance', 'gcf', 'climatechange']",
502,1118527795129274375,2022-04-25 08:24:54+00:00,en,"Boulder #climatechange activist dies after apparent act of protest outside U.S. Supreme Court on #EarthDay  

Friend of Wynn Bruce says his actions in Washington, D.C., were planned to “bring attention to #ClimateCrisis ”
#ClimateJusticeNow 
https://t.co/RchfSx21dM","['climatechange', 'earthday', 'climatecrisis', 'climatejusticenow']",
503,1487845983358799873,2022-04-25 08:24:33+00:00,en,"RT @EverSmartCity: Five charts that show why our food is not ready for the #ClimateCrisis 
https://t.co/uxyVqVJTAS

#EarthDay
#EarthDay2022","['climatecrisis', 'earthday', 'earthday2022']",
504,1468918948871692293,2022-04-25 08:24:26+00:00,und,RT @climatemessages: #ClimateEmergency #ClimateActionNow https://t.co/MGPc9DaX9O,"['climateemergency', 'climateactionnow']",
505,3401990799,2022-04-25 08:24:24+00:00,en,"RT @cpsavesoil: How soil can address #ClimateChange.
@SadhguruJV @ErikSolheim 
Action Now: https://t.co/z6MmqMf5nE
#EarthDay #SaveSoil #Con…","['climatechange.', 'earthday', 'savesoil', 'con…']",
506,1225793633342935043,2022-04-25 08:24:20+00:00,en,"Hundreds of toxic sites in California threatened by sea level rise due to climate change 
#ClimateCrisis
https://t.co/wmwIdbxjdz https://t.co/XksYK34OMP 02",['climatecrisis'],
507,6176772,2022-04-25 08:24:06+00:00,und,"شركة تويتر تحظر الإعلانات المضللة التي تتعارض مع الإجماع العلمي لتغير المناخ ، تزامناً مع يوم الأرض
Twitter is banning misleading advertisements that go against the scientific consensus of climate change, the company announced on Friday, which was Earth Day.

#ClimateChange https://t.co/CsVnmZePL2",['climatechange'],
508,619050408,2022-04-25 08:24:01+00:00,en,While the world warms the #ClimateEmergency brings famine to East Africa 👇 https://t.co/899SNhamPp,['climateemergency'],
509,710844287341170688,2022-04-25 08:24:00+00:00,en,"SSTs 25.04.2022 
7 hotpots 
11 areas on watch ..and more potential 
MDR starting to warm, right on time for #hurricane season 

#ClimateCrisis #ClimateEmergency https://t.co/V2eAgZjTeK","['hurricane', 'climatecrisis', 'climateemergency']",
510,55191878,2022-04-25 08:23:48+00:00,en,RT @ian_nutt: I am constantly amazed &amp; thankful for the work @earth_trust #volunteers do to help us fight #ClimateCrisis restore #biodivers…,"['volunteers', 'climatecrisis', 'biodivers…']",
511,615983470,2022-04-25 08:23:39+00:00,en,RT @jamesvgingerich: These #Drones are helping fight #ClimateChange through reforestation.  (Mashable) #Environment https://t.co/3UhlnGR3rm,"['drones', 'climatechange', 'environment']",
512,2425527295,2022-04-25 08:23:37+00:00,en,Congrats 👏 @c_a_doll for publishing your first PhD paper on rethinking urban park irrigation under #ClimateChange #GTforSDG 🏞️💧🌳 https://t.co/9Yoydpa9qD,"['climatechange', 'gtforsdg']",
513,1414760688141078533,2022-04-25 08:23:32+00:00,en,RT @Healthc46229179: Printed Solar Panels to Power Tesla Journey #ClimateEmergency [Video] https://t.co/mQ0XNDj0E6,['climateemergency'],
514,1217009109339340800,2022-04-25 08:23:29+00:00,en,RT @irlwal: 🌊🌊The STREAM team set up a large screen with live weather station data for Tramore Coast Guard to aid in their valuable work. #…,['…'],
515,1309411249793495040,2022-04-25 08:23:21+00:00,en,"RT @CanadianPM: From preserving nature to fighting #ClimateChange and delivering clean air, Canada will continue to lead the way to a bette…",['climatechange'],
516,1306197774,2022-04-25 08:23:19+00:00,en,"RT @SwatiBhalla23: What does our constitution say about our environmental duties?
https://t.co/yG5iEEIp1d

#WeMeanToClean #CleanDelhi #Swac…","['wemeantoclean', 'cleandelhi', 'swac…']",
517,3439482670,2022-04-25 08:23:18+00:00,en,"150+ independent experts came together to strengthen &amp; consolidate best practice for #ClimateAction. Now we want to hear from you! 
The @hlcchampions are welcoming written feedback on how to improve #RaceToZero 👇
https://t.co/wfbYDx359j

@topnigel @UNenvoyMM #ClimateChange","['climateaction.', 'racetozero', 'climatechange']",
518,1303132406,2022-04-25 08:22:56+00:00,en,"Our commitment to tackle the biggest sustainability challenges of our time remains unwavered. Be it #climatechange, #socialinequality, or the #economic recovery from #COVID19, we look forward to deepening our impact by using the skills of our people.","['climatechange,', 'socialinequality,', 'economic', 'covid19,']",
519,15414356,2022-04-25 08:22:51+00:00,en,"RT @_ItsNotaRace: What is LULUCF? Let Lucifer explain...

#auspol #climateemergency #climateactionnow https://t.co/loIjHFPRg2","['auspol', 'climateemergency', 'climateactionnow']",
520,1320439993555443712,2022-04-25 08:22:49+00:00,en,"#PlaneAlert ICAO: #424462 Tail: #VQBXH Flt: #VQBXH 
Owner: #ShellAviation
Aircraft: #Dassault Falcon 8X
2022/04/25 09:22:01
#FA8X #OilSpill #ManMadeClimateChange #ClimateCrisis https://t.co/AjYGEcGoip 
https://t.co/bOFaI0P5UC https://t.co/51ZKFlNchV","['planealert', '424462', 'vqbxh', 'vqbxh', 'shellaviation', 'dassault', 'fa8x', 'oilspill', 'manmadeclimatechange', 'climatecrisis']",
521,886949292,2022-04-25 08:22:35+00:00,en,RT @Lobi_Nencki: Join us this Wednesday 🗓️ for a #Psychology and #ClimateChange Talk by Prof. Christian Klöckner @NTNUnorway 👇,"['psychology', 'climatechange']",
522,798518975164518400,2022-04-25 08:22:29+00:00,en,"All nations will be affected, however developing countries are likely to shoulder much of this cost, as climate change will lead to more extreme weather events, poorer health and lower agricultural production. We must act now to limit the impacts and costs of #climatechange.",['climatechange.'],
523,223811885,2022-04-25 08:21:58+00:00,en,The fact that we’re not doing enough to address the  #ClimateCrisis is making it hard for young ppl to decide to have children who will face unthinkable climate calamities #TheDrum,"['climatecrisis', 'thedrum']",
524,105826497,2022-04-25 08:21:55+00:00,en,"RT @think_or_swim: “Over 1 billion people will experience temperatures above 38C (100F) for days on end…”
#ClimateEmergency",['climateemergency'],
525,1515576556252540932,2022-04-25 08:21:41+00:00,en,"RT @cpsavesoil: How soil can address #ClimateChange.
@SadhguruJV @ErikSolheim 
Action Now: https://t.co/z6MmqMf5nE
#EarthDay #SaveSoil #Con…","['climatechange.', 'earthday', 'savesoil', 'con…']",
526,1222605844883206144,2022-04-25 08:21:31+00:00,en,"RT @antonioach_3: a piano in the middle of the ice.
 volume on please.
#greenpeace #nature #green #photography #naturelovers  #naturephotog…","['greenpeace', 'nature', 'green', 'photography', 'naturelovers', 'naturephotog…']",
527,1468918948871692293,2022-04-25 08:21:30+00:00,en,"RT @JessLStanley: What if...

by healing the land, we healed ourselves?

#ClimateEmergency",['climateemergency'],
528,2243753574,2022-04-25 08:21:25+00:00,en,"On #EarthDay last week we published our Climate Changemakers impact report, found here 👉 https://t.co/lwr6jEQ3Dj 🌍 The #ClimateCrisis is a children’s rights crisis, and it’s up to you, me and all of us 🦔💚 @ScotClimateCA","['earthday', 'climatecrisis']",
529,757530828473790464,2022-04-25 08:21:25+00:00,en,"Another positive message on a Monday - beavers released in Dorset, meaning nature gets a well needed boost, plus reduced flooding risk to local areas and increased carbon capture. Great stuff! #biodiversity #climateemergency #zeroc…https://t.co/K2U0J0qsnb https://t.co/KzafoIVYEv","['biodiversity', 'climateemergency', 'zeroc…https://t.co/k2u0j0qsnb']",
530,1217782586904317954,2022-04-25 08:21:11+00:00,und,RT @climatemessages: #ClimateEmergency #ClimateActionNow https://t.co/MGPc9DaX9O,"['climateemergency', 'climateactionnow']",
531,892728603808583681,2022-04-25 08:21:09+00:00,en,"RT @IPCC_CH: #EarthDay is tomorrow!

The #IPCC #ClimateReport, released a couple of weeks ago, shows that to limit warming to around 1.5°C…","['earthday', 'ipcc', 'climatereport,']",
532,1331611799053955073,2022-04-25 08:20:57+00:00,en,RT @IndSciFest: @gshreyas5 gives a detailed and insightful analysis of a talk delivered by @Profiainstewart at #ISF2022 where he traces the…,['isf2022'],
533,1142150354869485574,2022-04-25 08:20:52+00:00,en,"@gshreyas5 gives a detailed and insightful analysis of a talk delivered by @Profiainstewart at #ISF2022 where he traces the #history of #climatechange and highlights existing challenges. 

Link: https://t.co/EmYjBSGk8z 

#ISF #scicomm #EarthDayEveryDay  #scienceforall #scifest","['isf2022', 'history', 'climatechange', 'isf', 'scicomm', 'earthdayeveryday', 'scienceforall', 'scifest']",
534,1305034066413211648,2022-04-25 08:20:41+00:00,en,"RT @sufisal: Punishment for ⁦@ImranKhanPTI⁩ for 5.6% GDP growth, Mitigating #Covid &amp; pro actively tackling #ClimateChange ? #PakistanNeedsE…","['covid', 'climatechange', 'pakistanneedse…']",
535,1351645493982605321,2022-04-25 08:20:40+00:00,und,"@ScotGovNetZero
 
@ScotGov
 
@NetZero
 #ClimateLiterate #CarbonLiterate #ClimateChange #ClimateEmergency #ClimateEmergencyTraining 
@falkirkcouncil
 
@VFalkirk
 
@Scotland https://t.co/v1IRTLu2gv","['climateliterate', 'carbonliterate', 'climatechange', 'climateemergency', 'climateemergencytraining']",
536,1200719088344940544,2022-04-25 08:20:37+00:00,und,#ExtremeHeat #India #IndiaHeatwave #ClimateCrisis #ClimateAction https://t.co/CtQi0NptZs,"['extremeheat', 'india', 'indiaheatwave', 'climatecrisis', 'climateaction']",
537,266032894,2022-04-25 08:20:31+00:00,en,"RT @IDMC_Geneva: 'Estimating #displacement risk in a changing climate.' 

Read this new piece by IDMC's @SPonserre &amp; @matemies for @HABITAB…",['displacement'],
538,1351645493982605321,2022-04-25 08:20:31+00:00,und,"@ScotGovNetZero
 
@ScotGov
 
@NetZero
 #ClimateLiterate #CarbonLiterate #ClimateChange #ClimateEmergency #ClimateEmergencyTraining 
@falkirkcouncil
 
@VFalkirk
 
@Scotland https://t.co/v1IRTLu2gv","['climateliterate', 'carbonliterate', 'climatechange', 'climateemergency', 'climateemergencytraining']",
539,1347276609208905728,2022-04-25 08:20:21+00:00,en,@thecoastguy They are essential for rationing to save the #ClimateCrisis hoax https://t.co/3fbtlDqW6j,['climatecrisis'],
540,1115612883474239489,2022-04-25 08:20:12+00:00,en,RT @WinrockIntl: The positive reception and use of electric pressure cookers in #Nepal show that households will choose to cook with electr…,['nepal'],
541,1510524992181739521,2022-04-25 08:20:04+00:00,en,"RT @gulf_intel: 𝗗𝗔𝗜𝗟𝗬 𝗡𝗘𝗪𝗦 𝗗𝗜𝗚𝗘𝗦𝗧: Energy Transition Dialogues April 25

𝗖𝗟𝗜𝗖𝗞 𝗛𝗘𝗥𝗘 ➡ https://t.co/sGoUHH7DIy

#Energytransition #climatech…","['energytransition', 'climatech…']",
542,2456550114,2022-04-25 08:19:55+00:00,en,When I was a youngster I was worried about NUCLEAR proliferation- it was stopped #thedrum now the young are genuinely concerned about the CRISIS of Climate Change #WillweSTOPit #Election #ClimateCrisis,"['thedrum', 'willwestopit', 'election', 'climatecrisis']",
543,1328303002642509824,2022-04-25 08:19:41+00:00,en,Join us this Wednesday 🗓️ for a #Psychology and #ClimateChange Talk by Prof. Christian Klöckner @NTNUnorway 👇 https://t.co/spvIJjYKjJ,"['psychology', 'climatechange']",
544,1521713557,2022-04-25 08:19:41+00:00,en,Send a letter to politicians demanding $1 billion animal ag subsidies from American Rescue Plan is redirected to plant-based solutions to combat the #climatecrisis. #StopBidenMeatComet: https://t.co/TgKbWS2pCe,"['climatecrisis.', 'stopbidenmeatcomet:']",
545,857115665001578498,2022-04-25 08:19:35+00:00,en,"The man who accidentally killed the most people in the history 
#environment #unleaded #SustainablePlanet #ClimateCrisis #GreenEnergy #ethyl
https://t.co/WQBDBYMqvi","['environment', 'unleaded', 'sustainableplanet', 'climatecrisis', 'greenenergy', 'ethyl']",
546,4809044939,2022-04-25 08:19:09+00:00,en,"RT @FrasierHarry: 'Vast animal-feed crops to satisfy our #meat needs are destroying the Planet.'
Why animal agriculture is not just cruel –…",['meat'],
547,4809044939,2022-04-25 08:19:06+00:00,en,"RT @FrasierHarry: According to the University of Oxford:
Going #Vegan🌱 is the single biggest thing anyone of us can do to halt #climatechan…","['vegan🌱', 'climatechan…']",
548,1340965692,2022-04-25 08:18:52+00:00,en,"RT @WTGator: When the campaign ""resumes"" ...

Please talk about #ClimateChange
Please talk about #ClimateChange
Please talk about #ClimateC…","['climatechange', 'climatechange', 'climatec…']",
549,201233924,2022-04-25 08:18:47+00:00,en,"RT @ProfBillMcGuire: Yes, this is Dorset. Expect much worse than this in the years ahead

#climate #ClimateActionNow #ClimateEmergency #Ext…","['climate', 'climateactionnow', 'climateemergency', 'ext…']",
550,254148592,2022-04-25 08:18:37+00:00,und,RT @climatemessages: #ClimateEmergency #ClimateActionNow https://t.co/MGPc9DaX9O,"['climateemergency', 'climateactionnow']",
551,51378153,2022-04-25 08:18:35+00:00,en,"RT @AaronDodd: So @peterdutton_mp, who was once caught on video making jokes about Pacific nations drowning due to #climatechange is now pr…",['climatechange'],
552,953275994688966656,2022-04-25 08:18:24+00:00,en,"Delighted to be (I think!) first blogger for excellent new @CLPN! Piece based on the forthcoming article ‘Child and youth-friendly justice for the climate crisis: Relying on CRC’ here https://t.co/rwUZ1q9Bsi 
#childrights #ClimateCrisis @GnhreCommunity https://t.co/FM6j6FasaE","['childrights', 'climatecrisis']",
553,1222535129387524096,2022-04-25 08:18:23+00:00,en,"RT @adem_onar: Where the World’s Plastic Waste Will End Up, by 2050 

#plasticwaste #plasticpollution #plasticfree #plastic #zerowaste #env…","['plasticwaste', 'plasticpollution', 'plasticfree', 'plastic', 'zerowaste', 'env…']",
554,925060580,2022-04-25 08:18:22+00:00,und,RT @RepublicofNatu1: #nature #environment #algae #austainabledevelopment #greentechnology #carbonemissions #plasticpollution #ocean #earth…,"['nature', 'environment', 'algae', 'austainabledevelopment', 'greentechnology', 'carbonemissions', 'plasticpollution', 'ocean', 'earth…']",
555,1293510025680478208,2022-04-25 08:18:14+00:00,en,"RT @cpsavesoil: How soil can address #ClimateChange.
@SadhguruJV @ErikSolheim 
Action Now: https://t.co/z6MmqMf5nE
#EarthDay #SaveSoil #Con…","['climatechange.', 'earthday', 'savesoil', 'con…']",
556,1293510025680478208,2022-04-25 08:18:12+00:00,en,RT @FriendsOScience: @globalnews Odd that MSM have never heard of the #NurembergTrials which affirm the ULTIMATE personal choice. FYI media…,['nurembergtrials'],
557,1293510025680478208,2022-04-25 08:18:12+00:00,en,"RT @cbipr: Loss of sea ice from #ClimateChange, and over fishing threatens penguin populations and many other wildlife and #ecosystems. #Wo…","['climatechange,', 'ecosystems.', 'wo…']",
558,1293510025680478208,2022-04-25 08:18:12+00:00,en,"RT @foeeurope: The #climatecrisis waits for no one

After a spectacular court win by @milieudefensie &amp; others, Shell was ordered to reduce…",['climatecrisis'],
559,1293510025680478208,2022-04-25 08:18:12+00:00,en,RT @FriendsOScience: @globalnews Odd that MSM have never heard of the #NurembergTrials which affirm the ULTIMATE personal choice. FYI media…,['nurembergtrials'],
560,1293510025680478208,2022-04-25 08:18:12+00:00,fr,"RT @MeowShirts: System Change - Not Climate Change!

https://t.co/QSjEZ7fAGB

#systemchange #FridaysForFurture #klimaschutz #shirts #GretaT…","['systemchange', 'fridaysforfurture', 'klimaschutz', 'shirts', 'gretat…']",
561,1293510025680478208,2022-04-25 08:18:12+00:00,en,RT @Gregory4Climate: #ClimateChange is the major threat to Australia’s endangered koalas. But the Morrison Government spends 800 times more…,['climatechange'],
562,1293510025680478208,2022-04-25 08:18:12+00:00,en,"RT @stratorob: #Coding green: #Software engineers strive for sustainable and robust solutions

https://t.co/vMteC951Oj

#Sustainability #SD…","['coding', 'software', 'sustainability', 'sd…']",
563,1293510025680478208,2022-04-25 08:18:12+00:00,en,"RT @royalsociety: Tropical coral reefs are beautiful, play host to countless species of fish - and are under severe threat from #ClimateCha…",['climatecha…'],
564,759096251602333696,2022-04-25 08:18:07+00:00,en,"For too long we have neglected the vital resource that lies beneath our feet. It is time to treat the soil as it is—the foundation of the world.

#SaveSoil Let's make it happen 🌱🙏🏻
#SaveSoilMovement 
#JourneyForSoil 
#environment
#ClimateCrisis https://t.co/JdAVwPPwEG","['savesoil', 'savesoilmovement', 'journeyforsoil', 'environment', 'climatecrisis']",
565,828038191974346752,2022-04-25 08:18:04+00:00,en,RT @PeggyStuart: #OR5 has faced more than one #ClimateEmergency in recent times. @JamieforOregon has shown leadership in dealing with crise…,"['or5', 'climateemergency']",
566,1351645493982605321,2022-04-25 08:18:00+00:00,und,"@ScotGovNetZero
 
@ScotGov
 
@NetZero
 #ClimateLiterate #CarbonLiterate #ClimateChange #ClimateEmergency #ClimateEmergencyTraining 
@falkirkcouncil
 
@VFalkirk
 
@Scotland https://t.co/MUcZB13ttn","['climateliterate', 'carbonliterate', 'climatechange', 'climateemergency', 'climateemergencytraining']",
567,1485244753470181379,2022-04-25 08:17:49+00:00,en,"RT @cpsavesoil: How soil can address #ClimateChange.
@SadhguruJV @ErikSolheim 
Action Now: https://t.co/z6MmqMf5nE
#EarthDay #SaveSoil #Con…","['climatechange.', 'earthday', 'savesoil', 'con…']",
568,1351645493982605321,2022-04-25 08:17:47+00:00,und,"@ScotGovNetZero
 
@ScotGov
 
@NetZero
 #ClimateLiterate #CarbonLiterate #ClimateChange #ClimateEmergency #ClimateEmergencyTraining 
@falkirkcouncil
 
@VFalkirk
 
@Scotland https://t.co/MUcZB13ttn","['climateliterate', 'carbonliterate', 'climatechange', 'climateemergency', 'climateemergencytraining']",
569,906746589741334529,2022-04-25 08:17:41+00:00,en,@PRGuy17 @ChristyDanFan Dan would be better if he stopped logging in old-growth forests #ClimateEmergency,['climateemergency'],
570,3003481647,2022-04-25 08:17:25+00:00,en,"RT @royalsociety: Tropical coral reefs are beautiful, play host to countless species of fish - and are under severe threat from #ClimateCha…",['climatecha…'],
571,1104252962690392064,2022-04-25 08:16:47+00:00,en,RT @FriendsOScience: @globalnews Odd that MSM have never heard of the #NurembergTrials which affirm the ULTIMATE personal choice. FYI media…,['nurembergtrials'],
572,737142202481016832,2022-04-25 08:16:43+00:00,en,"RT @stratorob: #Coding green: #Software engineers strive for sustainable and robust solutions

https://t.co/vMteC951Oj

#Sustainability #SD…","['coding', 'software', 'sustainability', 'sd…']",
573,1207782056761024512,2022-04-25 08:16:36+00:00,en,RT @sibinmohan: Whoa! The #ClimateEmergency is upon us. 😕,['climateemergency'],
574,87940943,2022-04-25 08:16:35+00:00,en,"RT @think_or_swim: “Over 1 billion people will experience temperatures above 38C (100F) for days on end…”
#ClimateEmergency",['climateemergency'],
575,238096056,2022-04-25 08:16:27+00:00,en,"The #climatecrisis waits for no one

After a spectacular court win by @milieudefensie &amp; others, Shell was ordered to reduce all its emissions by 45% by 2030

But Shell is dragging its feet. So Milieudefensie sent a little reminder
#StopShell 
 
https://t.co/SpLstUuzlb","['climatecrisis', 'stopshell']",
576,752431469629476864,2022-04-25 08:16:22+00:00,fr,"System Change - Not Climate Change!

https://t.co/QSjEZ7fAGB

#systemchange #FridaysForFurture #klimaschutz #shirts #GretaThunberg #hamburg #frankfurt #münchen #climatechange #umweltschutz #natur #naturschutz #wwf #greenpeace #grüne #impfpflicht https://t.co/ReEqETGcDe","['systemchange', 'fridaysforfurture', 'klimaschutz', 'shirts', 'gretathunberg', 'hamburg', 'frankfurt', 'münchen', 'climatechange', 'umweltschutz', 'natur', 'naturschutz', 'wwf', 'greenpeace', 'grüne', 'impfpflicht']",
577,2790541918,2022-04-25 08:16:11+00:00,en,RT @Gregory4Climate: #ClimateChange is the major threat to Australia’s endangered koalas. But the Morrison Government spends 800 times more…,['climatechange'],
578,186478377,2022-04-25 08:16:09+00:00,en,"Loss of sea ice from #ClimateChange, and over fishing threatens penguin populations and many other wildlife and #ecosystems. #WorldPenguinDay  
Find out more here https://t.co/8WMPhz8NJ5","['climatechange,', 'ecosystems.', 'worldpenguinday']",
579,2479789014,2022-04-25 08:16:09+00:00,en,"Ditch #NetZero &amp; lose 1.3m votes, @BorisJohnson warned
@Rob_Merrick @Independent

Voters will ‘punish any party that reneges’ on #ClimateEmergency commitment, Tory think tank @ukonward finds.
https://t.co/gFQVyl6rSH","['netzero', 'climateemergency']",
580,834508892,2022-04-25 08:15:42+00:00,en,"Due to scorching heat affected frm Global Warming in Patna, @officecmbihar should take initiative in planting more trees all over the city with proper planning. @UDHDBIHAR should look after this to give eco friendly nature to the city. #climatechange @DEFCCOfficial @tarkishorepd",['climatechange'],
581,126075164,2022-04-25 08:15:18+00:00,en,"RT @Foxmental_X: NYC Mayor Adams vows aggressive action on climate but questions remain on new emissions law - New York Daily News 

#envir…",['envir…'],
582,1266370588060184578,2022-04-25 08:15:12+00:00,und,RT @HalseyJane: #JohnsonOut #ClimateCrisis #ToryCriminalsUnfitToGovern,"['johnsonout', 'climatecrisis', 'torycriminalsunfittogovern']",
583,5474222,2022-04-25 08:15:01+00:00,en,"#ClimateCrisis fun fact: 1) #Politicians set arbitrary goals with arbitrary deadlines (keep °F rise below 2.7 by 2050, Paris Accord) 2) Ask #scientists how to do this and they say you probably can't 3) Use this as proof that the world will end if their drastic steps aren't taken.","['climatecrisis', 'politicians', 'scientists']",
584,1448074304629915654,2022-04-25 08:15:00+00:00,en,"RT @StevenHopleyTNL: If we don't take the strongest possible action on climate change, we'll be in deep water. (35 secs) 
#Kline4Climate #V…","['kline4climate', 'v…']",
585,95071372,2022-04-25 08:15:00+00:00,en,"Humans are extraordinary, but need a change in mindset -  write Patrick Blessinger, Abhilasha Singh, Fareeda Khodabocus &amp; Amudha Poobalan 

#GlobalEd #ClimateChange https://t.co/IOQxHK6xKc","['globaled', 'climatechange']",
586,141009810,2022-04-25 08:14:51+00:00,en,"RT @CzemborJerzyH: 🧑‍🎓💚🔬🧩🌻🍎🌾🧑‍🌾👍
Nature Portfolio Collection - The plant microbiome 
""The #UN proclaimed that 2020 is the International Yea…",['un'],
587,1573800344,2022-04-25 08:14:43+00:00,und,"@glendasutardy #LNPSHAME! #ClimateEmergency #FloodSurvivors 

#Auspol #AusPol2022 #Renewables #ClimateActionNow","['lnpshame!', 'climateemergency', 'floodsurvivors', 'auspol', 'auspol2022', 'renewables', 'climateactionnow']",
588,2803479962,2022-04-25 08:14:42+00:00,en,"Every time I get in the car the conundrum of the environmental effects leaves me uncomfortable.

#ClimateCrisis #saveEarth","['climatecrisis', 'saveearth']",{'place_id': '06168d1feda43857'}
589,1225043835568500738,2022-04-25 08:14:42+00:00,en,RT @JohannaTheresaa: what is your greatest fear? mine is the release of methane from the melting permafrost #ClimateCrisis,['climatecrisis'],
590,757530828473790464,2022-04-25 08:14:31+00:00,en,"Local jobs and investment, reduced heating bills and carbon emissions, what's not to like? #biodiversity #zerocarbon #sustainablebusiness #climateemergency https://t.co/ydiT2fJFJO","['biodiversity', 'zerocarbon', 'sustainablebusiness', 'climateemergency']",
591,141009810,2022-04-25 08:14:31+00:00,en,RT @AlansBlakely: We can all do something for #climatechange. Oracle's #data analytics is helping to share and store information to protect…,"['climatechange.', 'data']",
592,71833889,2022-04-25 08:14:25+00:00,en,"RT @seeker39sndm: #saveSoil
Sir / m'm 
We the people of India , ask for #soilPolicy 
To counter #soilCrisis .
Delay was done , n let's put…","['savesoil', 'soilpolicy', 'soilcrisis']",
593,141009810,2022-04-25 08:14:11+00:00,en,RT @PettyferXx: It is what it is and the only way to slow it down is by taking action. #ClimateCrisis #ClimateAction #ClimateEmergency #GTT…,"['climatecrisis', 'climateaction', 'climateemergency', 'gtt…']",
594,1481872158905274368,2022-04-25 08:14:08+00:00,en,"RT @HulladekR: Because everyday is plastic day🙃

#penguin #penguins #penguinlove #worldpenguinday #worldpenguinday2022 #pingu #icecap #melt…","['penguin', 'penguins', 'penguinlove', 'worldpenguinday', 'worldpenguinday2022', 'pingu', 'icecap', 'melt…']",
595,782660622689243136,2022-04-25 08:14:04+00:00,en,"RT @CanadianPM: From preserving nature to fighting #ClimateChange and delivering clean air, Canada will continue to lead the way to a bette…",['climatechange'],
596,102949830,2022-04-25 08:14:04+00:00,en,We can all do something for #climatechange. Oracle's #data analytics is helping to share and store information to protect endangered species in Switzerland #infofaunaCH https://t.co/SXkNyarFfZ https://t.co/bZ9Hx3lScR,"['climatechange.', 'data', 'infofaunach']",
597,1517096165673947138,2022-04-25 08:13:54+00:00,en,"RT @EverSmartCity: Five charts that show why our food is not ready for the #ClimateCrisis 
https://t.co/uxyVqVJTAS

#EarthDay
#EarthDay2022","['climatecrisis', 'earthday', 'earthday2022']",
598,1520452368,2022-04-25 08:13:50+00:00,en,"RT @stopadani: As @AdaniOnline's biggest investor, @BlackRock are enabling Adani to massively expand coal and turbocharge the #ClimateCrisi…",['climatecrisi…'],
599,892728603808583681,2022-04-25 08:13:50+00:00,en,"2021 hottest summer ever in Europe, 1C higher than average for previous 30 years. #ClimateCrisis https://t.co/sVEBtfRnum",['climatecrisis'],
600,1475792160222031875,2022-04-25 08:13:47+00:00,en,"We must act now to deal with the #ClimateCrisis 

Step 1. #ToriesOut5thMay 

Step 2. Repeat at the GE https://t.co/UeBhJUMX2c","['climatecrisis', 'toriesout5thmay']",
601,141009810,2022-04-25 08:13:30+00:00,en,"RT @LanaMaks2: Doomsday Bunker Will we be Safe? 🔴https://t.co/qE6xsSH8Wh #GlobalCrisis 
#Time4Truth #CreativeSociety #ClimateCrisis 
#Clima…","['globalcrisis', 'time4truth', 'creativesociety', 'climatecrisis', 'clima…']",
602,43413743,2022-04-25 08:13:22+00:00,en,"RT @FierceDinosaur: Coalition pork-barreling is OUT OF CONTROL - extract from today's SMH below

#AlboForPM! #Independent #Green
#ClimateEm…","['alboforpm!', 'independent', 'green', 'climateem…']",
603,2968443951,2022-04-25 08:13:21+00:00,en,"People have become institutionalized. Living has been too good, too easy, too comfortable for too long.
Time to wake up, feel your feelings, become active, respond! #ClimateCrisis #ilmasto https://t.co/C3fM1wdr1H","['climatecrisis', 'ilmasto']",
604,939934896306511872,2022-04-25 08:13:17+00:00,en,"🧑‍🎓💚🔬🧩🌻🍎🌾🧑‍🌾👍
Nature Portfolio Collection - The plant microbiome 
""The #UN proclaimed that 2020 is the International Year of Plant Health."" 
#iyph2020 #plantpathology #foodsecurity #fitopatologia #climatechange #planthealth #onehealth #agriculture
➡️https://t.co/TQUlV6TfZR https://t.co/eHX0QTz0z0","['un', 'iyph2020', 'plantpathology', 'foodsecurity', 'fitopatologia', 'climatechange', 'planthealth', 'onehealth', 'agriculture']",
605,380543046,2022-04-25 08:13:17+00:00,en,"RT @IFAD: As long as gender inequality continues, #ClimateChange will ravage rural communities.

We need a boost in investments to close th…",['climatechange'],
606,1509139756394946561,2022-04-25 08:13:08+00:00,en,"RT @CodeRedEarth: Surreal and horrifying.
The gravest thing humanity has ever had to face.
Our annihilation #EmergencyMode 
#ClimateEmergen…","['emergencymode', 'climateemergen…']",
